id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
8583,500,03/29/2011 00:00:00,Unicef,1500,DWE,34.72817067,-8.83972193,Kwa Michael Kinyunyu,0,Rufiji,Majengo,Iringa,11,4,Njombe,Wanging'ombe,42,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
69890,50,02/01/2013 00:00:00,Unicef,-8,Unisef,40.00758306,-10.20665016,Kwa Pius,0,RuvumaSouthernCoast,Mipande,Mtwara,99,1,Mtwara Rural,Naumbu,100,True,GeoData Consultants Ltd,VWC,Mbuo mkunwa water supply,True,2012,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
6955,300,03/31/2011 00:00:00,Dhv,253,DWE,36.97796985,-7.67788001,Bomba La Kati,0,Rufiji,Mkamba B,Morogoro,5,3,Kilombero,Kidatu,130,True,GeoData Consultants Ltd,Company,Ikela Wa,True,1995,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
26249,1000,03/21/2011 00:00:00,Sabemo,1604,Chamavita,38.35299623,-4.721178,Kwa Mzee Afred Rashidi,6,Pangani,Kimunyu,Tanga,4,1,Lushoto,Kwai,1,True,GeoData Consultants Ltd,VWC,Mangamba forest,True,1989,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
54268,500,03/04/2011 00:00:00,Unicef,1382,DWE,34.53697265,-8.86521615,Kwa Furaha Mlambalamba,0,Rufiji,Kati,Iringa,11,4,Njombe,Luduga,75,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,2008,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
15926,5000,03/24/2011 00:00:00,Adb,1730,DWE,34.52505494,-9.14152683,Kwa Daudi Kitago,0,Rufiji,Tengelimembe,Iringa,11,4,Njombe,Imalinyi,48,True,GeoData Consultants Ltd,WUA,imalinyi supply scheme,True,2009,Gravity,Gravity,Gravity,WUA,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
4866,2000,03/09/2011 00:00:00,Danida,1014,DANID,35.0657902,-7.93809807,none,0,Rufiji,Kitalingolo,Iringa,11,1,Iringa Rural,Mahuninga,1,True,GeoData Consultants Ltd,VWC,Mahuni,True,1989,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
5758,10,02/27/2011 00:00:00,Dh,439,DH,37.13660747,-6.78583594,Kwa Paulo,0,WamiRuvu,Solkomsuya,Morogoro,5,1,Kilosa,Kimamba A,150,True,GeoData Consultants Ltd,VWC,Ki,True,1998,Submersible,Submersible,Submersible,WUG,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
30181,12000,03/18/2011 00:00:00,Unicef,1271,DWE,34.76234452,-8.70428393,Kwa Daudi Kikoti,0,Rufiji,Ilole,Iringa,11,4,Njombe,Saja,35,True,GeoData Consultants Ltd,VWC,Wanging'ombe gravity Scheme,False,1980,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
17174,500,07/16/2011 00:00:00,Government Of Tanzania,1779,DWE,31.52245087,-8.19823088,Kwa Evo Kfulo,0,LakeTanganyika,Lupofwe,Rukwa,15,2,Sumbawanga Rural,Msanzi,100,True,GeoData Consultants Ltd,VWC,Msanzi water Supply,True,1972,Gravity,Gravity,Gravity,VWC,UserGroup,PayWhenSchemeFails,OnFailure,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
42341,20,03/29/2011 00:00:00,Co,1185,Ga,36.92558811,-6.10197025,Kwa Chelechele,0,WamiRuvu,Batini,Morogoro,5,1,Kilosa,Kibedya,70,True,GeoData Consultants Ltd,VWC,Ki,True,2007,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
16392,100,04/20/2011 00:00:00,Adb,1558,DWE,35.29186893,-9.3845323,Kwa Majuto Mkusa,0,Rufiji,Iguluka,Iringa,11,4,Njombe,Idamba,50,True,GeoData Consultants Ltd,VWC,lwanzali water supply schem,True,2007,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Dry,Dry,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
71076,6,05/03/2013 00:00:00,Ces(gmbh),1305,DWE,37.47492623,-3.33334614,Kwa Rafael Ngowa,0,Pangani,Sumi,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,40,True,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,True,2008,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
4777,250,01/29/2013 00:00:00,Norad,1135,NORAD,29.97619909,-4.83711513,Sokoni,0,LakeTanganyika,Muitambu,Kigoma,16,2,Kigoma Rural,Matendo,510,True,GeoData Consultants Ltd,Water authority,Kasangezi,True,1983,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
8886,7,11/03/2013 00:00:00,Germany Republi,1342,CES,37.21860207,-3.22236899,Kwa Salome Laurence,0,Pangani,Mafoi,Kilimanjaro,3,5,Hai,Machame Kaskazini,50,True,GeoData Consultants Ltd,Water Board,Machame water supply,True,2008,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
63486,500,04/14/2011 00:00:00,Unicef/central,1749,DWE,34.70083912,-9.11711479,Kwa Finufingi Mbembati,0,Rufiji,Sadani,Iringa,11,4,Njombe,Mdandu,50,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1974,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
36913,3000,03/04/2011 00:00:00,Danida,1557,DANID,35.54660296,-7.86724009,none,0,Rufiji,Mwangata,Iringa,11,1,Iringa Rural,Ulanda,450,True,GeoData Consultants Ltd,VWC,Ulanda,True,1983,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Dry,Dry,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
29164,5000,03/25/2011 00:00:00,Danida,1639,DWE,34.55086787,-9.11446049,Kwa Mlawa,0,Rufiji,Sengele,Iringa,11,4,Njombe,Imalinyi,75,True,GeoData Consultants Ltd,WUA,imalinyi supply scheme,True,1993,Gravity,Gravity,Gravity,WUA,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
44388,30,03/08/2011 00:00:00,Government Of Tanzania,348,Go,37.925619399999995,-6.00742991,Kwa Mgaya,0,WamiRuvu,Chapuku,Pwani,6,1,Bagamoyo,Kibindu,70,True,GeoData Consultants Ltd,VWC,Kibindu water,True,2009,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Salty,Salty,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
51745,200,01/17/2013 00:00:00,Government Of Tanzania,551,District Council,39.39603991,-10.14416442,Kwa Mzee Mnola,0,RuvumaSouthernCoast,Lilindi,Lindi,80,23,Lindi Rural,Chiponda,1,False,GeoData Consultants Ltd,WUA,Londo Water Supply,False,2010,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
2131,2200,02/25/2011 00:00:00,Danida,1698,DANID,35.37638059,-7.96410835,none,0,Rufiji,Mkwawa,Iringa,11,1,Iringa Rural,Maboga,1,True,GeoData Consultants Ltd,VWC,Maboga,True,1983,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
42489,20,03/04/2011 00:00:00,Wua,251,WU,38.41586248,-6.10806688,Lufite,0,WamiRuvu,Misufini,Pwani,6,1,Bagamoyo,Miono,70,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2010,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
54659,5,09/03/2013 00:00:00,Germany Republi,1200,CES,37.23369729,-3.25879193,Kwa Benedict Kweka,0,Pangani,Urali,Kilimanjaro,3,5,Hai,Machame Mashariki,15,True,GeoData Consultants Ltd,Water Board,Lyamungo-Umbwe water supply,True,1999,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
29528,100,03/19/2011 00:00:00,Government Of Tanzania,471,Handeni Trunk Main(,38.18392145,-5.67811106,Kwa Ramadhani Muya,6,Pangani,Ntusa,Tanga,4,6,Handeni,Mazingara,200,False,GeoData Consultants Ltd,VWC,Handeni Trunk Main(H,True,1991,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Seasonal,Seasonal,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
2805,2000,03/10/2011 00:00:00,Danida,1758,DANID,34.52269486,-9.76885429,none,0,LakeNyasa,Ubela,Iringa,11,5,Ludewa,Mlangali,150,True,GeoData Consultants Ltd,VWC,DANIDA,False,1988,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Seasonal,Seasonal,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
9304,50,03/12/2011 00:00:00,Private Individual,286,WU,38.30935364,-6.51861511,Mohamed,0,WamiRuvu,Mikoroshini,Pwani,6,1,Bagamoyo,Lugoba,16,False,GeoData Consultants Ltd,WUA,Chalinze wate,True,2004,KSB,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
40347,500,03/03/2011 00:00:00,Bened,2114,Villa,34.79440889,-9.477952900000002,none,0,Rufiji,Galilea,Iringa,11,4,Njombe,Uwemba,40,True,GeoData Consultants Ltd,VWC,Lufuo,False,2004,Submersible,Submersible,Submersible,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
49727,500,03/01/2011 00:00:00,Acra,1933,ACRA,34.73322872,-9.30914045,none,0,Rufiji,Maheve,Iringa,11,4,Njombe,Njombe Urban,256,True,GeoData Consultants Ltd,VWC,Tove,True,2008,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
34971,10,06/03/2013 00:00:00,Germany Republi,1541,CES,37.14053174,-3.1974223,Area 7 Juu,0,Pangani,Nkumbi,Kilimanjaro,3,5,Hai,Masama Magharibi,35,True,GeoData Consultants Ltd,Water Board,Losaa-Kia water supply,True,1999,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
48533,20,03/04/2011 00:00:00,Wua,288,WU,38.3917523,-6.11569222,Mwamba,0,WamiRuvu,Umasaini,Pwani,6,1,Bagamoyo,Miono,100,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2006,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
46828,50,02/01/2013 00:00:00,Unicef,-46,Unisef,40.12213949,-10.21481169,Kwa Mwenyekiti,0,RuvumaSouthernCoast,Mataifani,Mtwara,99,1,Mtwara Rural,Naumbu,200,True,GeoData Consultants Ltd,VWC,Naumbu water supply,True,1974,KSB,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
9591,200,02/27/2011 00:00:00,Twe,2173,TWE,34.47450573,-9.60304905,none,0,LakeNyasa,Ichimbo,Iringa,11,4,Njombe,Matola,20,True,GeoData Consultants Ltd,VWC,Kidabu,False,2008,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
30358,50,03/17/2011 00:00:00,Amref,-34,AMREF,39.25404615,-7.39037148,Magengeni,5,Rufiji,Kaskazini,Pwani,6,4,Mkuranga,Magawa,1444,True,GeoData Consultants Ltd,VWC,Nasibugani Water Supply,False,2007,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
17095,100,02/22/2013 00:00:00,Robert Loyal,1104,World vision,37.1527412,-3.56943587,Enguselo,0,Pangani,Enguselo,Manyara,21,4,Simanjiro,Mererani,200,True,GeoData Consultants Ltd,VWC,Kambi ya chokaa pipe scheme,True,2006,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
27428,50,03/13/2013 00:00:00,Suwasa,1034,SUWASA,35.63682243,-10.66876935,Ofisi Ya Kata,0,RuvumaSouthernCoast,Siakovu,Ruvuma,10,4,Songea Urban,Matarawe,3800,False,GeoData Consultants Ltd,Other,Mradi wa maji wa matalawe,True,2009,Gravity,Gravity,Gravity,Other,Other,PayPerBucket,PerBucket,Soft,Good,Dry,Dry,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
31476,30,08/04/2011 00:00:00,Government Of Tanzania,47,DWE,39.05729493,-5.02097718,Kwa Maguzoni,0,Pangani,Maguzoni,Tanga,4,4,Tanga,Mabokweni,1,True,GeoData Consultants Ltd,VWC,Mabokweni Water Supp,True,2006,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
31122,500,03/24/2013 00:00:00,Government Of Tanzania,1830,DWE,36.621701200000004,-3.21889,Olulombo,0,Internal,Olubomba,Arusha,2,2,Arusha Rural,Olkokola,150,True,GeoData Consultants Ltd,VWC,Olkokola pipe line,True,1999,Gravity,Gravity,Gravity,VWC,UserGroup,PayWhenSchemeFails,OnFailure,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
65552,500,03/21/2011 00:00:00,Acra,2112,ACRA,34.60029233,-9.38500477,Edifasto Msonge,0,LakeNyasa,Usalule,Iringa,11,4,Njombe,Imalinyi,50,True,GeoData Consultants Ltd,VWC,Tove mtwango,True,2008,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
15160,50,03/16/2011 00:00:00,Private Individual,173,WU,38.36441966,-6.63605406,Fikira,0,WamiRuvu,Kudipera,Pwani,6,1,Bagamoyo,Chalinze,50,False,GeoData Consultants Ltd,WUA,Chalinze wate,True,2007,KSB,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
29337,5000,02/04/2013 00:00:00,Regional Water Engineer Arusha,1960,REGIONAL WATER ENGINEER ARUSHA,35.32533379,-4.02565494,Kwa Josephat Elias,0,Internal,Diyomat Kati,Manyara,21,3,Mbulu,Bashay,172,True,GeoData Consultants Ltd,VWC,MANGISA RIVER,True,1976,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
6838,1000,03/15/2011 00:00:00,Rc Church,2127,RC CHURCH,34.53881956,-9.31582134,Kwa Zeituni,0,LakeNyasa,Isanzike,Iringa,11,4,Njombe,Igosi,20,True,GeoData Consultants Ltd,VWC,MAKOGA WATER SUPPLY,False,2000,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
58857,500,07/04/2011 00:00:00,Unicef,1705,DWE,34.63942856,-9.10374362,Kwa James Kijinga,0,Rufiji,Ngelele,Iringa,11,4,Njombe,Mdandu,36,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1978,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Seasonal,Seasonal,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
40957,250,01/31/2013 00:00:00,Government Of Tanzania,1314,DWE,30.04198584,-4.71263694,Kwa Willum,0,LakeTanganyika,Kwitangi,Kigoma,16,2,Kasulu,Muzye,230,True,GeoData Consultants Ltd,Water authority,Kisuma,True,2004,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
16863,30,03/14/2013 00:00:00,Government Of Tanzania,938,DWE,36.83877812,-3.56160862,Kwa James,0,Pangani,Mwandeti,Arusha,2,2,Arusha Rural,Bwawani,300,True,GeoData Consultants Ltd,VWC,Tanzania flowers pipe line,True,1970,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
54567,6,03/03/2013 00:00:00,Ces(gmbh),1456,DWE,37.46870347,-3.31904727,Kwa Edmund Mbando,0,Pangani,Komalyangula,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,15,True,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,True,2008,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
22834,25,01/30/2013 00:00:00,Finw,275,FinW,39.60098956,-10.73479179,Mbagara,0,RuvumaSouthernCoast,Mbagala,Mtwara,9,4,Tandahimba,Tandahimba,1,True,GeoData Consultants Ltd,VWC,Borehole,True,1982,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
71348,50,03/19/2011 00:00:00,Private Individual,-36,Da,38.89229905,-6.4443225,King'Umba,0,WamiRuvu,Nia Njema C,Pwani,6,1,Bagamoyo,Magomeni,200,True,GeoData Consultants Ltd,Company,Bagamoyo wate,True,1997,KSB,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
72994,1000,03/01/2011 00:00:00,Tasaf,968,DWE,36.70381363,-8.65537334,Shuleni,0,Rufiji,Mbagula Chini,Morogoro,5,4,Ulanga,Vigoi,420,True,GeoData Consultants Ltd,Water Board,Mbagula,True,2004,Gravity,Gravity,Gravity,Other,Other,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
35216,50,02/25/2013 00:00:00,Gtz,1655,GTZ,37.56364799,-3.00210741,Kwa Gorofani,0,Internal,Mbomai Chini,Kilimanjaro,3,1,Rombo,Tarekea Motamburu,1,True,GeoData Consultants Ltd,Company,Kamdawi water supply,True,2005,Gravity,Gravity,Gravity,Company,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
68435,250,02/18/2013 00:00:00,Norad,1266,NORAD,30.15528699,-4.49929729,Shuleni,0,LakeTanganyika,Mrago,Kigoma,16,2,Kasulu,Kigondo,120,True,GeoData Consultants Ltd,Water authority,Chovora,True,2006,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
24032,500,03/27/2011 00:00:00,Unicef,1325,DWE,34.64396884,-8.77816815,Kwa Mzee Chelango,0,Rufiji,Wangama,Iringa,11,4,Njombe,Wanging'ombe,250,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Dry,Dry,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
30826,15,03/28/2013 00:00:00,Isf,1029,ISF,35.2982029,-3.5191361000000003,Bondeni,0,Internal,Bugharga,Arusha,24,30,Karatu,Mang'ola,100,True,GeoData Consultants Ltd,VWC,Jumuhiya ya watumia maji,True,1998,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Seasonal,Seasonal,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
46600,5000,07/03/2013 00:00:00,Isf,495,ISF,38.05531465,-4.30846095,Kwa Ikidandi,0,Pangani,Kadandu,Kilimanjaro,3,3,Same,Maore,230,True,GeoData Consultants Ltd,Water authority,Hingilili,True,2012,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
1668,1000,03/27/2013 00:00:00,Sda Church,887,SDA CHURCH,37.86891356,-4.28059637,Sda Church,0,Pangani,Maji Ya Chome,Kilimanjaro,3,3,Same,Makanya,210,True,GeoData Consultants Ltd,Water authority,Shengena water supply,True,2000,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
54577,400,03/26/2011 00:00:00,Dhv,306,DWE,36.86984496,-7.90237342,Kwalikulike,0,Rufiji,Barabarani,Morogoro,5,3,Kilombero,Kisawasawa,140,True,GeoData Consultants Ltd,Water Board,Ichonde,True,1996,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
2412,1000,01/30/2013 00:00:00,Government Of Tanzania,1192,Government,30.0112047,-4.82377756,Kwa Chalio,0,LakeTanganyika,Nyandagwa,Kigoma,16,2,Kasulu,Rusesa,2500,True,GeoData Consultants Ltd,Water authority,Kasangezi,True,1976,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
21838,20,03/12/2011 00:00:00,Wua,244,WU,38.31378717,-6.54812088,Mkinga,0,WamiRuvu,Tumbi Juu,Pwani,6,1,Bagamoyo,Lugoba,150,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2009,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
29001,1000,04/03/2013 00:00:00,Danida,874,DWE,35.2816845,-10.85415807,Kwa Titus,0,RuvumaSouthernCoast,Aman,Ruvuma,10,2,Songea Rural,Magagura,250,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa magagula,True,1984,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
8059,50,03/22/2013 00:00:00,0,11,0,39.19418204,-6.91744912,Msikitini,0,WamiRuvu,Mtaa Wa Kivule,Dar es Salaam,7,2,Ilala,Kitunda,100,,GeoData Consultants Ltd,WUG,J,False,2000,Submersible,Submersible,Submersible,WUG,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
32253,7,03/19/2013 00:00:00,Germany Republi,1213,CES,37.21984298,-3.26379902,Kwa Jennifer Laymond,0,Pangani,Mashale,Kilimanjaro,3,5,Hai,Machame Kaskazini,38,True,GeoData Consultants Ltd,Water Board,Machame water supply,True,2008,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
851,15,03/27/2013 00:00:00,Isf,1041,ISF,35.30941452,-3.52889242,Bahati,0,Internal,Maganyo,Arusha,24,30,Karatu,Mang'ola,150,True,GeoData Consultants Ltd,VWC,Jumuhiya ya watumia maji,True,2012,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Seasonal,Seasonal,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
63376,50,03/20/2013 00:00:00,0,23,0,39.19886934,-6.91692467,Masjid Alnoor,0,WamiRuvu,Mtaa Wa Mzinga,Dar es Salaam,7,2,Ilala,Kitunda,100,,GeoData Consultants Ltd,Water authority,M,False,2010,Submersible,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
